Time		QEq:	0.46060
931	0.46060	0.43593	0.46139
932	0.46060	0.43641	0.46136
933	0.46060	0.43690	0.46133
934	0.46060	0.43740	0.46131
935	0.46060	0.43788	0.46128
936	0.46060	0.43839	0.46126
937	0.46060	0.43891	0.46124
938	0.46060	0.43945	0.46121
939	0.46060	0.43997	0.46119
940	0.46060	0.44051	0.46117
941	0.46060	0.44107	0.46115
942	0.46060	0.44161	0.46113
943	0.46060	0.44217	0.46111
944	0.46060	0.44275	0.46109
945	0.46060	0.44330	0.46107
946	0.46060	0.44388	0.46105
947	0.46060	0.44445	0.46103
948	0.46060	0.44503	0.46101
949	0.46060	0.44561	0.46100
950	0.46060	0.44619	0.46098
951	0.46060	0.44678	0.46097
952	0.46060	0.44735	0.46095
953	0.46060	0.44794	0.46094
954	0.46060	0.44851	0.46093
955	0.46060	0.44911	0.46091
956	0.46060	0.44967	0.46090
957	0.46060	0.45026	0.46089
958	0.46060	0.45083	0.46088
959	0.46060	0.45140	0.46087
960	0.46060	0.45197	0.46086
961	0.46060	0.45254	0.46085
962	0.46060	0.45310	0.46085
963	0.46060	0.45366	0.46084
964	0.46060	0.45422	0.46083
965	0.46060	0.45476	0.46082
966	0.46060	0.45531	0.46082
967	0.46060	0.45584	0.46081
968	0.46060	0.45637	0.46081
969	0.46060	0.45689	0.46081
970	0.46060	0.45741	0.46080
971	0.46060	0.45792	0.46080
972	0.46060	0.45842	0.46080
973	0.46060	0.45892	0.46079
974	0.46060	0.45941	0.46079
975	0.46060	0.45990	0.46079
976	0.46060	0.46036	0.46079
977	0.46060	0.46083	0.46079
978	0.46060	0.46128	0.46079
979	0.46060	0.46174	0.46079
980	0.46060	0.46217	0.46079
981	0.46060	0.46261	0.46080
982	0.46060	0.46302	0.46080
983	0.46060	0.46345	0.46080
984	0.46060	0.46384	0.46080
985	0.46060	0.46426	0.46081
986	0.46060	0.46463	0.46081
987	0.46060	0.46501	0.46082
988	0.46060	0.46538	0.46082
989	0.46060	0.46574	0.46083
990	0.46060	0.46610	0.46083
991	0.46060	0.46643	0.46084
992	0.46060	0.46677	0.46084
993	0.46060	0.46711	0.46085
994	0.46060	0.46740	0.46086
995	0.46060	0.46773	0.46086
996	0.46060	0.46804	0.46087
997	0.46060	0.46831	0.46088
998	0.46060	0.46859	0.46088
999	0.46060	0.46889	0.46089
1000	0.46060	0.46917	0.46090
