	QEq	Динамический QEq	Avarage
822	0,2855	0,2726	0,28566
823	0,2855	0,27225	0,28565
824	0,2855	0,27189	0,28563
825	0,2855	0,27154	0,28561
826	0,2855	0,27124	0,2856
827	0,2855	0,27094	0,28558
828	0,2855	0,27067	0,28556
829	0,2855	0,27043	0,28554
830	0,2855	0,27019	0,28552
831	0,2855	0,27	0,28551
832	0,2855	0,2698	0,28549
833	0,2855	0,26959	0,28547
834	0,2855	0,26941	0,28545
835	0,2855	0,26923	0,28543
836	0,2855	0,26911	0,28541
837	0,2855	0,26899	0,28539
838	0,2855	0,26892	0,28537
839	0,2855	0,26886	0,28535
840	0,2855	0,26884	0,28533
841	0,2855	0,26878	0,28531
842	0,2855	0,26876	0,28529
843	0,2855	0,26876	0,28527
844	0,2855	0,26879	0,28525
845	0,2855	0,26885	0,28523
846	0,2855	0,26893	0,28521
847	0,2855	0,26905	0,28519
848	0,2855	0,26914	0,28518
849	0,2855	0,26926	0,28516
850	0,2855	0,26939	0,28514
851	0,2855	0,26957	0,28512
852	0,2855	0,26976	0,2851
853	0,2855	0,27	0,28508
854	0,2855	0,27023	0,28507
855	0,2855	0,27047	0,28505
856	0,2855	0,27071	0,28503
857	0,2855	0,271	0,28502
858	0,2855	0,2713	0,285
859	0,2855	0,27163	0,28498
860	0,2855	0,27199	0,28497
861	0,2855	0,27235	0,28496
862	0,2855	0,27271	0,28494
863	0,2855	0,27307	0,28493
864	0,2855	0,27347	0,28491
865	0,2855	0,27388	0,2849
866	0,2855	0,2743	0,28489
867	0,2855	0,27478	0,28488
868	0,2855	0,27525	0,28487
869	0,2855	0,27573	0,28486
870	0,2855	0,27622	0,28485
871	0,2855	0,27669	0,28484
872	0,2855	0,27717	0,28483
873	0,2855	0,27768	0,28482
874	0,2855	0,27821	0,28481
875	0,2855	0,27875	0,2848
876	0,2855	0,27929	0,2848
877	0,2855	0,27983	0,28479
878	0,2855	0,28042	0,28479
879	0,2855	0,28102	0,28478
880	0,2855	0,28162	0,28478
881	0,2855	0,28221	0,28478
882	0,2855	0,28281	0,28477
883	0,2855	0,28338	0,28477
884	0,2855	0,28392	0,28477
885	0,2855	0,28446	0,28477
886	0,2855	0,28501	0,28477
887	0,2855	0,28561	0,28477
888	0,2855	0,28621	0,28477
889	0,2855	0,2868	0,28478
890	0,2855	0,28739	0,28478
891	0,2855	0,28792	0,28478
892	0,2855	0,28846	0,28479
893	0,2855	0,289	0,28479
894	0,2855	0,28953	0,2848
895	0,2855	0,29007	0,2848
896	0,2855	0,29061	0,28481
897	0,2855	0,2912	0,28482
898	0,2855	0,2918	0,28483
899	0,2855	0,29236	0,28483
900	0,2855	0,2929	0,28484
901	0,2855	0,29344	0,28485
902	0,2855	0,29397	0,28486
903	0,2855	0,29451	0,28487
904	0,2855	0,29499	0,28488
905	0,2855	0,29546	0,2849
906	0,2855	0,29594	0,28491
907	0,2855	0,29638	0,28492
908	0,2855	0,2968	0,28493
909	0,2855	0,29722	0,28495
910	0,2855	0,29762	0,28496
911	0,2855	0,29804	0,28498
912	0,2855	0,29846	0,28499
913	0,2855	0,29882	0,28501
914	0,2855	0,29918	0,28502
915	0,2855	0,29952	0,28504
916	0,2855	0,29982	0,28505
917	0,2855	0,30012	0,28507
918	0,2855	0,30036	0,28509
919	0,2855	0,30065	0,2851
920	0,2855	0,30091	0,28512
921	0,2855	0,30115	0,28514
922	0,2855	0,30136	0,28515
923	0,2855	0,30154	0,28517
924	0,2855	0,3017	0,28519
925	0,2855	0,30182	0,28521
926	0,2855	0,30195	0,28523
927	0,2855	0,30207	0,28524
928	0,2855	0,30218	0,28526
929	0,2855	0,30224	0,28528
930	0,2855	0,3023	0,2853
931	0,2855	0,3023	0,28532
932	0,2855	0,3023	0,28534
933	0,2855	0,30225	0,28535
934	0,2855	0,30224	0,28537
935	0,2855	0,30219	0,28539
936	0,2855	0,30213	0,28541
937	0,2855	0,30203	0,28543
938	0,2855	0,30191	0,28544
939	0,2855	0,30177	0,28546
940	0,2855	0,30159	0,28548
941	0,2855	0,30139	0,28549
942	0,2855	0,3012	0,28551
943	0,2855	0,30102	0,28553
944	0,2855	0,30079	0,28554
945	0,2855	0,30055	0,28556
946	0,2855	0,30028	0,28558
947	0,2855	0,29999	0,28559
948	0,2855	0,29969	0,28561
949	0,2855	0,29934	0,28562
950	0,2855	0,29898	0,28563
951	0,2855	0,29863	0,28565
952	0,2855	0,29821	0,28566
953	0,2855	0,29782	0,28567
954	0,2855	0,29746	0,28569
955	0,2855	0,29706	0,2857
956	0,2855	0,29665	0,28571
957	0,2855	0,29623	0,28572
958	0,2855	0,29581	0,28573
959	0,2855	0,29535	0,28574
960	0,2855	0,29488	0,28575
961	0,2855	0,2944	0,28576
962	0,2855	0,29392	0,28577
963	0,2855	0,29345	0,28578
964	0,2855	0,29297	0,28578
965	0,2855	0,29244	0,28579
966	0,2855	0,2919	0,2858
967	0,2855	0,29137	0,2858
968	0,2855	0,29083	0,28581
969	0,2855	0,29029	0,28581
970	0,2855	0,28976	0,28582
971	0,2855	0,28922	0,28582
972	0,2855	0,28868	0,28582
973	0,2855	0,28811	0,28583
974	0,2855	0,28751	0,28583
975	0,2855	0,28692	0,28583
976	0,2855	0,28632	0,28583
977	0,2855	0,28572	0,28583
978	0,2855	0,28516	0,28583
979	0,2855	0,28462	0,28583
980	0,2855	0,28409	0,28582
981	0,2855	0,28355	0,28582
982	0,2855	0,28301	0,28582
983	0,2855	0,28246	0,28582
984	0,2855	0,28191	0,28581
985	0,2855	0,28137	0,28581
986	0,2855	0,28084	0,2858
987	0,2855	0,2803	0,2858
988	0,2855	0,27981	0,28579
989	0,2855	0,27934	0,28578
990	0,2855	0,27884	0,28578
991	0,2855	0,27834	0,28577
992	0,2855	0,27786	0,28576
993	0,2855	0,27739	0,28575
994	0,2855	0,27696	0,28574
995	0,2855	0,27654	0,28574
996	0,2855	0,2761	0,28573
997	0,2855	0,27569	0,28572
998	0,2855	0,27527	0,28571
999	0,2855	0,2749	0,28569
1000	0,2855	0,27454	0,28568
1001	0,2855	0,2742	0,28567
1002	0,2855	0,27385	0,28566
1003	0,2855	0,27351	0,28565
1004	0,2855	0,27321	0,28564
1005	0,2855	0,27292	0,28562
1006	0,2855	0,27268	0,28561
1007	0,2855	0,27239	0,2856
1008	0,2855	0,27215	0,28558
1009	0,2855	0,27192	0,28557
1010	0,2855	0,27174	0,28556
1011	0,2855	0,27157	0,28554
1012	0,2855	0,27139	0,28553
1013	0,2855	0,27122	0,28551
1014	0,2855	0,2711	0,2855
1015	0,2855	0,27099	0,28549
1016	0,2855	0,27093	0,28547
1017	0,2855	0,27084	0,28546
1018	0,2855	0,27078	0,28544
1019	0,2855	0,27072	0,28543
1020	0,2855	0,27072	0,28541
1021	0,2855	0,27072	0,2854
1022	0,2855	0,27078	0,28539
1023	0,2855	0,27079	0,28537
1024	0,2855	0,27084	0,28536
1025	0,2855	0,2709	0,28534
1026	0,2855	0,27101	0,28533
1027	0,2855	0,27113	0,28531
1028	0,2855	0,27127	0,2853
1029	0,2855	0,27145	0,28529
1030	0,2855	0,27158	0,28527
1031	0,2855	0,27175	0,28526
1032	0,2855	0,27193	0,28525
1033	0,2855	0,27214	0,28524
1034	0,2855	0,27238	0,28522
1035	0,2855	0,27262	0,28521
1036	0,2855	0,2729	0,2852
1037	0,2855	0,2732	0,28519
1038	0,2855	0,2735	0,28518
1039	0,2855	0,27383	0,28517
1040	0,2855	0,27419	0,28515
1041	0,2855	0,27448	0,28514
1042	0,2855	0,27478	0,28513
1043	0,2855	0,27513	0,28513
1044	0,2855	0,27548	0,28512
1045	0,2855	0,27584	0,28511
1046	0,2855	0,2762	0,2851
1047	0,2855	0,27656	0,28509
1048	0,2855	0,27694	0,28508
1049	0,2855	0,27735	0,28508
1050	0,2855	0,27777	0,28507
1051	0,2855	0,27819	0,28506
1052	0,2855	0,27861	0,28506
1053	0,2855	0,27906	0,28505
1054	0,2855	0,27954	0,28504
1055	0,2855	0,28002	0,28504
1056	0,2855	0,28049	0,28504
1057	0,2855	0,28097	0,28503
1058	0,2855	0,28145	0,28503
1059	0,2855	0,28192	0,28503
1060	0,2855	0,2824	0,28502
1061	0,2855	0,28288	0,28502
1062	0,2855	0,28335	0,28502
1063	0,2855	0,28379	0,28502
1064	0,2855	0,28427	0,28502
1065	0,2855	0,28474	0,28502
1066	0,2855	0,28522	0,28502
1067	0,2855	0,2857	0,28502
1068	0,2855	0,28613	0,28502
1069	0,2855	0,28656	0,28502
1070	0,2855	0,28703	0,28502
1071	0,2855	0,28751	0,28502
1072	0,2855	0,28793	0,28503
1073	0,2855	0,28835	0,28503
1074	0,2855	0,28877	0,28503
1075	0,2855	0,2892	0,28504
1076	0,2855	0,28962	0,28504
1077	0,2855	0,29003	0,28505
1078	0,2855	0,29039	0,28505
1079	0,2855	0,29079	0,28506
1080	0,2855	0,29117	0,28506
1081	0,2855	0,29153	0,28507
1082	0,2855	0,29187	0,28507
1083	0,2855	0,29221	0,28508
1084	0,2855	0,29256	0,28509
1085	0,2855	0,29286	0,2851
1086	0,2855	0,29316	0,2851
1087	0,2855	0,29344	0,28511
1088	0,2855	0,29374	0,28512
1089	0,2855	0,29399	0,28513
1090	0,2855	0,29422	0,28514
1091	0,2855	0,29447	0,28514
1092	0,2855	0,2947	0,28515
1093	0,2855	0,29488	0,28516
1094	0,2855	0,29507	0,28517
1095	0,2855	0,29525	0,28518
1096	0,2855	0,29542	0,28519
1097	0,2855	0,29554	0,2852
1098	0,2855	0,29567	0,28521
1099	0,2855	0,29579	0,28522
1100	0,2855	0,29588	0,28523
1101	0,2855	0,29594	0,28524
1102	0,2855	0,29602	0,28525
1103	0,2855	0,29608	0,28526
1104	0,2855	0,2961	0,28527
1105	0,2855	0,2961	0,28528
1106	0,2855	0,2961	0,28529
1107	0,2855	0,2961	0,2853
1108	0,2855	0,29606	0,28531
1109	0,2855	0,296	0,28531
1110	0,2855	0,29593	0,28532
1111	0,2855	0,29587	0,28533
1112	0,2855	0,29577	0,28534
1113	0,2855	0,29565	0,28535
1114	0,2855	0,29551	0,28536
1115	0,2855	0,29537	0,28537
1116	0,2855	0,29525	0,28538
1117	0,2855	0,29507	0,28539
1118	0,2855	0,29489	0,2854
1119	0,2855	0,29468	0,28541
1120	0,2855	0,29444	0,28541
1121	0,2855	0,29426	0,28542
1122	0,2855	0,29403	0,28543
1123	0,2855	0,29379	0,28544
1124	0,2855	0,29355	0,28544
1125	0,2855	0,29327	0,28545
1126	0,2855	0,29297	0,28546
1127	0,2855	0,29267	0,28546
1128	0,2855	0,29237	0,28547
1129	0,2855	0,29204	0,28548
1130	0,2855	0,29174	0,28548
1131	0,2855	0,29144	0,28549
1132	0,2855	0,29114	0,28549
1133	0,2855	0,29084	0,2855
1134	0,2855	0,29051	0,2855
1135	0,2855	0,29015	0,2855
1136	0,2855	0,2898	0,28551
1137	0,2855	0,28944	0,28551
1138	0,2855	0,28908	0,28551
1139	0,2855	0,28872	0,28552
1140	0,2855	0,28837	0,28552
1141	0,2855	0,28801	0,28552
1142	0,2855	0,28765	0,28552
1143	0,2855	0,28729	0,28553
1144	0,2855	0,28692	0,28553
1145	0,2855	0,2865	0,28553
1146	0,2855	0,28608	0,28553
1147	0,2855	0,28567	0,28553
1148	0,2855	0,28531	0,28553
1149	0,2855	0,28496	0,28553
1150	0,2855	0,2846	0,28553
1151	0,2855	0,28424	0,28553
1152	0,2855	0,28388	0,28552
1153	0,2855	0,28352	0,28552
1154	0,2855	0,28316	0,28552
1155	0,2855	0,28281	0,28552
1156	0,2855	0,28245	0,28552
1157	0,2855	0,28215	0,28551
1158	0,2855	0,28183	0,28551
1159	0,2855	0,28147	0,28551
1160	0,2855	0,28117	0,2855
1161	0,2855	0,28087	0,2855
1162	0,2855	0,28059	0,28549
1163	0,2855	0,2803	0,28549
1164	0,2855	0,28001	0,28548
1165	0,2855	0,27975	0,28548
1166	0,2855	0,27951	0,28547
1167	0,2855	0,27926	0,28547
1168	0,2855	0,27902	0,28546
1169	0,2855	0,2788	0,28546
1170	0,2855	0,27862	0,28545
1171	0,2855	0,27839	0,28545
1172	0,2855	0,27821	0,28544
1173	0,2855	0,27805	0,28543
1174	0,2855	0,2779	0,28543
1175	0,2855	0,27774	0,28542
1176	0,2855	0,27762	0,28541
1177	0,2855	0,27751	0,28541
1178	0,2855	0,27739	0,2854
1179	0,2855	0,2773	0,28539
1180	0,2855	0,27724	0,28539
1181	0,2855	0,27717	0,28538
1182	0,2855	0,27711	0,28537
1183	0,2855	0,27711	0,28537
1184	0,2855	0,27707	0,28536
1185	0,2855	0,27707	0,28535
1186	0,2855	0,27708	0,28535
1187	0,2855	0,27712	0,28534
1188	0,2855	0,27714	0,28533
1189	0,2855	0,2772	0,28532
1190	0,2855	0,27729	0,28532
1191	0,2855	0,27735	0,28531
1192	0,2855	0,27745	0,2853
1193	0,2855	0,27757	0,2853
1194	0,2855	0,27769	0,28529
1195	0,2855	0,27781	0,28529
1196	0,2855	0,27798	0,28528
1197	0,2855	0,27815	0,28527
1198	0,2855	0,27832	0,28527
1199	0,2855	0,27849	0,28526
1200	0,2855	0,27871	0,28526
1201	0,2855	0,27893	0,28525
1202	0,2855	0,27913	0,28525
1203	0,2855	0,27937	0,28524
1204	0,2855	0,27961	0,28524
1205	0,2855	0,2799	0,28523
1206	0,2855	0,28014	0,28523
1207	0,2855	0,2804	0,28522
1208	0,2855	0,2807	0,28522
1209	0,2855	0,28099	0,28522
1210	0,2855	0,28131	0,28521
1211	0,2855	0,28161	0,28521
1212	0,2855	0,28191	0,28521
1213	0,2855	0,28221	0,28521
1214	0,2855	0,28255	0,2852
1215	0,2855	0,2829	0,2852
1216	0,2855	0,28326	0,2852
1217	0,2855	0,28362	0,2852
1218	0,2855	0,28392	0,2852
1219	0,2855	0,28426	0,2852
1220	0,2855	0,28462	0,2852
1221	0,2855	0,28497	0,2852
1222	0,2855	0,28533	0,2852
1223	0,2855	0,28569	0,2852
1224	0,2855	0,28605	0,2852
1225	0,2855	0,2864	0,2852
1226	0,2855	0,28676	0,2852
1227	0,2855	0,28712	0,2852
1228	0,2855	0,28748	0,2852
1229	0,2855	0,28783	0,2852
1230	0,2855	0,28819	0,28521
1231	0,2855	0,28855	0,28521
1232	0,2855	0,28891	0,28521
1233	0,2855	0,28926	0,28522
1234	0,2855	0,28962	0,28522
1235	0,2855	0,28992	0,28522
1236	0,2855	0,29022	0,28523
1237	0,2855	0,29052	0,28523
1238	0,2855	0,29082	0,28524
1239	0,2855	0,29112	0,28524
1240	0,2855	0,29139	0,28525
1241	0,2855	0,29169	0,28525
1242	0,2855	0,29199	0,28526
1243	0,2855	0,29227	0,28526
1244	0,2855	0,2925	0,28527
1245	0,2855	0,29274	0,28527
1246	0,2855	0,29296	0,28528
1247	0,2855	0,29318	0,28529
1248	0,2855	0,29342	0,28529
1249	0,2855	0,29361	0,2853
1250	0,2855	0,29379	0,28531
1251	0,2855	0,29395	0,28531
1252	0,2855	0,29411	0,28532
1253	0,2855	0,29428	0,28533
1254	0,2855	0,2944	0,28533
1255	0,2855	0,29452	0,28534
1256	0,2855	0,2946	0,28535
1257	0,2855	0,29472	0,28536
1258	0,2855	0,29479	0,28536
1259	0,2855	0,29485	0,28537
1260	0,2855	0,29488	0,28538
1261	0,2855	0,29494	0,28539
1262	0,2855	0,29495	0,28539
1263	0,2855	0,29495	0,2854
1264	0,2855	0,29492	0,28541
1265	0,2855	0,29491	0,28542
1266	0,2855	0,29485	0,28542
1267	0,2855	0,29478	0,28543
1268	0,2855	0,29472	0,28544
1269	0,2855	0,29464	0,28545
1270	0,2855	0,29452	0,28545
1271	0,2855	0,29439	0,28546
1272	0,2855	0,29427	0,28547
1273	0,2855	0,29411	0,28547
1274	0,2855	0,29394	0,28548
1275	0,2855	0,29377	0,28549
1276	0,2855	0,29359	0,28549
1277	0,2855	0,29336	0,2855
1278	0,2855	0,29314	0,28551
1279	0,2855	0,29291	0,28551
1280	0,2855	0,29267	0,28552
1281	0,2855	0,29238	0,28552
1282	0,2855	0,29213	0,28553
1283	0,2855	0,29184	0,28553
1284	0,2855	0,29154	0,28554
1285	0,2855	0,29121	0,28554
1286	0,2855	0,29091	0,28555
1287	0,2855	0,29058	0,28555
1288	0,2855	0,29023	0,28555
1289	0,2855	0,28988	0,28556
1290	0,2855	0,28952	0,28556
1291	0,2855	0,28916	0,28556
1292	0,2855	0,28878	0,28557
1293	0,2855	0,28836	0,28557
1294	0,2855	0,288	0,28557
1295	0,2855	0,28761	0,28557
1296	0,2855	0,28719	0,28557
1297	0,2855	0,28677	0,28557
1298	0,2855	0,28635	0,28557
1299	0,2855	0,28593	0,28557
1300	0,2855	0,28551	0,28557
1301	0,2855	0,28509	0,28557
1302	0,2855	0,28468	0,28557
1303	0,2855	0,28422	0,28557
1304	0,2855	0,28374	0,28557
1305	0,2855	0,28332	0,28557
1306	0,2855	0,2829	0,28557
1307	0,2855	0,28248	0,28556
1308	0,2855	0,28206	0,28556
1309	0,2855	0,28165	0,28556
1310	0,2855	0,28123	0,28556
1311	0,2855	0,28081	0,28555
1312	0,2855	0,2804	0,28555
1313	0,2855	0,27998	0,28554
1314	0,2855	0,27956	0,28554
1315	0,2855	0,27914	0,28553
1316	0,2855	0,27873	0,28553
1317	0,2855	0,27837	0,28552
1318	0,2855	0,27801	0,28552
1319	0,2855	0,27765	0,28551
1320	0,2855	0,2773	0,28551
1321	0,2855	0,27694	0,2855
1322	0,2855	0,2766	0,28549
1323	0,2855	0,2763	0,28549
1324	0,2855	0,27594	0,28548
1325	0,2855	0,27558	0,28547
1326	0,2855	0,27523	0,28546
1327	0,2855	0,27492	0,28546
1328	0,2855	0,27462	0,28545
1329	0,2855	0,27432	0,28544
1330	0,2855	0,27404	0,28543
1331	0,2855	0,2738	0,28542
1332	0,2855	0,27357	0,28541
1333	0,2855	0,27335	0,2854
1334	0,2855	0,27317	0,28539
1335	0,2855	0,27299	0,28539
1336	0,2855	0,2728	0,28538
1337	0,2855	0,27263	0,28537
1338	0,2855	0,27246	0,28536
1339	0,2855	0,27234	0,28535
1340	0,2855	0,27222	0,28534
1341	0,2855	0,27216	0,28533
1342	0,2855	0,27209	0,28532
1343	0,2855	0,27201	0,28531
1344	0,2855	0,27196	0,2853
1345	0,2855	0,27193	0,28529
1346	0,2855	0,27193	0,28528
1347	0,2855	0,27197	0,28527
1348	0,2855	0,27198	0,28526
1349	0,2855	0,27202	0,28525
1350	0,2855	0,27208	0,28524
1351	0,2855	0,27217	0,28523
1352	0,2855	0,27229	0,28522
1353	0,2855	0,27239	0,28521
1354	0,2855	0,27251	0,2852
1355	0,2855	0,27267	0,28519
1356	0,2855	0,27285	0,28518
1357	0,2855	0,27306	0,28517
1358	0,2855	0,27323	0,28516
1359	0,2855	0,27346	0,28516
1360	0,2855	0,2737	0,28515
1361	0,2855	0,27399	0,28514
1362	0,2855	0,27423	0,28513
1363	0,2855	0,27452	0,28512
1364	0,2855	0,27482	0,28512
1365	0,2855	0,27516	0,28511
1366	0,2855	0,27549	0,2851
1367	0,2855	0,27583	0,28509
1368	0,2855	0,27618	0,28509
1369	0,2855	0,27656	0,28508
1370	0,2855	0,27698	0,28508
1371	0,2855	0,27736	0,28507
1372	0,2855	0,27777	0,28506
1373	0,2855	0,27819	0,28506
1374	0,2855	0,27864	0,28506
1375	0,2855	0,27912	0,28505
1376	0,2855	0,27955	0,28505
1377	0,2855	0,28001	0,28504
1378	0,2855	0,28049	0,28504
1379	0,2855	0,28097	0,28504
1380	0,2855	0,28149	0,28503
1381	0,2855	0,28201	0,28503
1382	0,2855	0,28249	0,28503
1383	0,2855	0,28297	0,28503
1384	0,2855	0,28351	0,28503
1385	0,2855	0,28405	0,28503
1386	0,2855	0,28458	0,28503
1387	0,2855	0,28512	0,28503
1388	0,2855	0,28564	0,28503
1389	0,2855	0,28618	0,28503
1390	0,2855	0,28672	0,28503
1391	0,2855	0,28725	0,28503
1392	0,2855	0,28779	0,28503
1393	0,2855	0,28833	0,28504
1394	0,2855	0,28886	0,28504
1395	0,2855	0,2894	0,28504
1396	0,2855	0,28994	0,28504
1397	0,2855	0,29047	0,28505
1398	0,2855	0,29101	0,28505
1399	0,2855	0,29149	0,28506
1400	0,2855	0,29197	0,28506
1401	0,2855	0,29244	0,28507
1402	0,2855	0,29292	0,28507
1403	0,2855	0,2934	0,28508
1404	0,2855	0,29387	0,28509
1405	0,2855	0,29435	0,28509
1406	0,2855	0,29481	0,2851
1407	0,2855	0,29523	0,28511
1408	0,2855	0,29564	0,28511
1409	0,2855	0,29606	0,28512
1410	0,2855	0,29648	0,28513
1411	0,2855	0,29687	0,28514
1412	0,2855	0,29723	0,28515
1413	0,2855	0,29759	0,28516
1414	0,2855	0,29794	0,28516
1415	0,2855	0,2983	0,28517
1416	0,2855	0,29866	0,28518
1417	0,2855	0,29901	0,28519
1418	0,2855	0,29933	0,2852
1419	0,2855	0,29963	0,28521
1420	0,2855	0,29993	0,28522
1421	0,2855	0,30018	0,28523
1422	0,2855	0,30041	0,28524
1423	0,2855	0,30063	0,28526
1424	0,2855	0,30081	0,28527
1425	0,2855	0,30099	0,28528
1426	0,2855	0,30113	0,28529
1427	0,2855	0,30131	0,2853
1428	0,2855	0,30145	0,28531
1429	0,2855	0,30157	0,28532
1430	0,2855	0,30166	0,28533
1431	0,2855	0,30172	0,28535
1432	0,2855	0,30176	0,28536
1433	0,2855	0,30176	0,28537
1434	0,2855	0,30178	0,28538
1435	0,2855	0,30178	0,28539
1436	0,2855	0,30177	0,2854
1437	0,2855	0,30171	0,28541
1438	0,2855	0,30165	0,28542
1439	0,2855	0,30153	0,28544
1440	0,2855	0,30141	0,28545
1441	0,2855	0,30127	0,28546
1442	0,2855	0,30115	0,28547
1443	0,2855	0,30098	0,28548
1444	0,2855	0,3008	0,28549
1445	0,2855	0,30057	0,2855
1446	0,2855	0,30033	0,28551
1447	0,2855	0,30006	0,28552
1448	0,2855	0,29982	0,28553
1449	0,2855	0,29955	0,28554
1450	0,2855	0,29925	0,28555
1451	0,2855	0,29894	0,28556
1452	0,2855	0,29858	0,28557
1453	0,2855	0,29822	0,28558
1454	0,2855	0,29781	0,28559
1455	0,2855	0,29746	0,28559
1456	0,2855	0,29708	0,2856
1457	0,2855	0,29666	0,28561
1458	0,2855	0,29624	0,28562
1459	0,2855	0,29579	0,28562
1460	0,2855	0,29531	0,28563
1461	0,2855	0,29483	0,28564
1462	0,2855	0,29432	0,28564
1463	0,2855	0,29384	0,28565
1464	0,2855	0,29336	0,28565
1465	0,2855	0,29287	0,28566
1466	0,2855	0,29234	0,28566
1467	0,2855	0,2918	0,28567
1468	0,2855	0,29126	0,28567
1469	0,2855	0,29073	0,28567
1470	0,2855	0,29014	0,28568
1471	0,2855	0,28955	0,28568
1472	0,2855	0,28895	0,28568
1473	0,2855	0,28836	0,28568
1474	0,2855	0,28776	0,28569
1475	0,2855	0,28717	0,28569
1476	0,2855	0,28663	0,28569
1477	0,2855	0,2861	0,28569
1478	0,2855	0,28554	0,28569
1479	0,2855	0,28494	0,28569
1480	0,2855	0,28434	0,28569
1481	0,2855	0,28375	0,28568
1482	0,2855	0,28315	0,28568
1483	0,2855	0,28258	0,28568
1484	0,2855	0,28205	0,28568
1485	0,2855	0,28151	0,28568
1486	0,2855	0,28097	0,28567
1487	0,2855	0,28044	0,28567
1488	0,2855	0,2799	0,28566
1489	0,2855	0,27936	0,28566
1490	0,2855	0,27883	0,28566
1491	0,2855	0,27824	0,28565
1492	0,2855	0,2777	0,28565
1493	0,2855	0,27717	0,28564
1494	0,2855	0,27663	0,28563
1495	0,2855	0,27609	0,28563
1496	0,2855	0,27559	0,28562
1497	0,2855	0,27512	0,28561
1498	0,2855	0,27464	0,28561
1499	0,2855	0,27417	0,2856
1500	0,2855	0,27376	0,28559
1501	0,2855	0,27334	0,28558
1502	0,2855	0,27293	0,28557
1503	0,2855	0,27257	0,28557
1504	0,2855	0,27217	0,28556
1505	0,2855	0,27177	0,28555
1506	0,2855	0,27142	0,28554
1507	0,2855	0,27106	0,28553
1508	0,2855	0,27076	0,28552
1509	0,2855	0,27046	0,28551
1510	0,2855	0,27019	0,2855
1511	0,2855	0,26995	0,28549
1512	0,2855	0,26971	0,28548
1513	0,2855	0,26947	0,28547
1514	0,2855	0,26924	0,28546
1515	0,2855	0,26906	0,28545
1516	0,2855	0,26888	0,28543
1517	0,2855	0,26875	0,28542
1518	0,2855	0,26863	0,28541
1519	0,2855	0,26856	0,2854
1520	0,2855	0,26846	0,28539
1521	0,2855	0,26838	0,28538
1522	0,2855	0,26832	0,28537
1523	0,2855	0,2683	0,28536
1524	0,2855	0,2683	0,28535
1525	0,2855	0,26833	0,28533
1526	0,2855	0,26839	0,28532
1527	0,2855	0,26846	0,28531
1528	0,2855	0,26852	0,2853
1529	0,2855	0,26859	0,28529
1530	0,2855	0,26871	0,28528
1531	0,2855	0,26884	0,28527
1532	0,2855	0,26902	0,28526
1533	0,2855	0,2692	0,28525
1534	0,2855	0,26942	0,28524
1535	0,2855	0,26966	0,28523
1536	0,2855	0,26989	0,28522
1537	0,2855	0,27013	0,28521
1538	0,2855	0,27037	0,2852
1539	0,2855	0,27066	0,28519
1540	0,2855	0,27096	0,28518
1541	0,2855	0,27128	0,28517
1542	0,2855	0,27164	0,28516
1543	0,2855	0,272	0,28515
1544	0,2855	0,27238	0,28514
1545	0,2855	0,2728	0,28514
1546	0,2855	0,27322	0,28513
1547	0,2855	0,27365	0,28512
1548	0,2855	0,27412	0,28511
1549	0,2855	0,27456	0,28511
1550	0,2855	0,27497	0,2851
1551	0,2855	0,2754	0,28509
1552	0,2855	0,27588	0,28509
1553	0,2855	0,27635	0,28508
1554	0,2855	0,27683	0,28508
1555	0,2855	0,27731	0,28507
1556	0,2855	0,27778	0,28507
1557	0,2855	0,27827	0,28506
1558	0,2855	0,27881	0,28506
1559	0,2855	0,27934	0,28506
1560	0,2855	0,27988	0,28505
1561	0,2855	0,28042	0,28505
1562	0,2855	0,28095	0,28505
1563	0,2855	0,28153	0,28505
1564	0,2855	0,28213	0,28504
1565	0,2855	0,28272	0,28504
1566	0,2855	0,28332	0,28504
1567	0,2855	0,28392	0,28504
1568	0,2855	0,28451	0,28504
1569	0,2855	0,28511	0,28504
1570	0,2855	0,28567	0,28504
1571	0,2855	0,2862	0,28504
1572	0,2855	0,28674	0,28504
1573	0,2855	0,28728	0,28504
1574	0,2855	0,28781	0,28505
1575	0,2855	0,28839	0,28505
1576	0,2855	0,28894	0,28505
1577	0,2855	0,28948	0,28505
1578	0,2855	0,29002	0,28506
1579	0,2855	0,29055	0,28506
1580	0,2855	0,29105	0,28506
1581	0,2855	0,29152	0,28507
1582	0,2855	0,29202	0,28507
1583	0,2855	0,29253	0,28508
1584	0,2855	0,29301	0,28508
1585	0,2855	0,29348	0,28509
1586	0,2855	0,29392	0,28509
1587	0,2855	0,29434	0,2851
1588	0,2855	0,29478	0,2851
1589	0,2855	0,29519	0,28511
1590	0,2855	0,29561	0,28512
1591	0,2855	0,29599	0,28512
1592	0,2855	0,29635	0,28513
1593	0,2855	0,29669	0,28514
1594	0,2855	0,29704	0,28515
1595	0,2855	0,29739	0,28515
1596	0,2855	0,29769	0,28516
1597	0,2855	0,29799	0,28517
1598	0,2855	0,29823	0,28518
1599	0,2855	0,2985	0,28519
1600	0,2855	0,29874	0,28519
1601	0,2855	0,29898	0,2852
1602	0,2855	0,29917	0,28521
1603	0,2855	0,29935	0,28522
1604	0,2855	0,29949	0,28523
1605	0,2855	0,29967	0,28524
1606	0,2855	0,2998	0,28525
1607	0,2855	0,29992	0,28526
1608	0,2855	0,29999	0,28527
