	QEq	Динамический QEq	Avarage
1609	0,2855	0,30005	0,28527
1610	0,2855	0,30011	0,28528
1611	0,2855	0,30017	0,28529
1612	0,2855	0,30018	0,2853
1613	0,2855	0,30018	0,28531
1614	0,2855	0,30014	0,28532
1615	0,2855	0,30008	0,28533
1616	0,2855	0,30003	0,28534
1617	0,2855	0,29998	0,28535
1618	0,2855	0,29989	0,28536
1619	0,2855	0,29977	0,28537
1620	0,2855	0,29964	0,28537
1621	0,2855	0,29946	0,28538
1622	0,2855	0,29929	0,28539
1623	0,2855	0,29909	0,2854
1624	0,2855	0,29891	0,28541
1625	0,2855	0,29873	0,28542
1626	0,2855	0,29849	0,28543
1627	0,2855	0,29825	0,28543
1628	0,2855	0,29799	0,28544
1629	0,2855	0,29769	0,28545
1630	0,2855	0,29739	0,28546
1631	0,2855	0,29709	0,28546
1632	0,2855	0,29673	0,28547
1633	0,2855	0,29637	0,28548
1634	0,2855	0,29601	0,28548
1635	0,2855	0,29564	0,28549
1636	0,2855	0,29522	0,28549
1637	0,2855	0,29481	0,2855
1638	0,2855	0,29439	0,28551
1639	0,2855	0,29397	0,28551
1640	0,2855	0,29355	0,28552
1641	0,2855	0,29311	0,28552
1642	0,2855	0,29263	0,28552
1643	0,2855	0,29215	0,28553
1644	0,2855	0,29168	0,28553
1645	0,2855	0,2912	0,28554
1646	0,2855	0,29072	0,28554
1647	0,2855	0,29025	0,28554
1648	0,2855	0,28977	0,28554
1649	0,2855	0,28929	0,28555
1650	0,2855	0,28881	0,28555
1651	0,2855	0,28834	0,28555
1652	0,2855	0,28786	0,28555
1653	0,2855	0,28738	0,28555
1654	0,2855	0,28695	0,28555
1655	0,2855	0,28647	0,28555
1656	0,2855	0,28599	0,28555
1657	0,2855	0,28552	0,28555
1658	0,2855	0,28504	0,28555
1659	0,2855	0,28456	0,28555
1660	0,2855	0,28415	0,28555
1661	0,2855	0,2837	0,28555
1662	0,2855	0,28323	0,28555
1663	0,2855	0,28276	0,28555
1664	0,2855	0,28234	0,28555
1665	0,2855	0,28193	0,28554
1666	0,2855	0,2815	0,28554
1667	0,2855	0,28108	0,28554
1668	0,2855	0,28066	0,28554
1669	0,2855	0,28026	0,28553
1670	0,2855	0,2799	0,28553
1671	0,2855	0,27951	0,28553
1672	0,2855	0,27913	0,28552
1673	0,2855	0,27877	0,28552
1674	0,2855	0,27844	0,28551
1675	0,2855	0,27811	0,28551
1676	0,2855	0,27776	0,28551
1677	0,2855	0,27747	0,2855
1678	0,2855	0,27717	0,2855
1679	0,2855	0,2769	0,28549
1680	0,2855	0,27661	0,28549
1681	0,2855	0,27636	0,28548
1682	0,2855	0,27613	0,28547
1683	0,2855	0,27591	0,28547
1684	0,2855	0,27567	0,28546
1685	0,2855	0,27549	0,28546
1686	0,2855	0,27532	0,28545
1687	0,2855	0,27515	0,28544
1688	0,2855	0,27498	0,28544
1689	0,2855	0,27487	0,28543
1690	0,2855	0,27476	0,28543
1691	0,2855	0,27465	0,28542
1692	0,2855	0,27455	0,28541
1693	0,2855	0,27449	0,28541
1694	0,2855	0,27446	0,2854
1695	0,2855	0,2744	0,28539
1696	0,2855	0,27437	0,28539
1697	0,2855	0,27437	0,28538
1698	0,2855	0,27441	0,28537
1699	0,2855	0,27442	0,28537
1700	0,2855	0,27445	0,28536
1701	0,2855	0,27451	0,28536
1702	0,2855	0,27461	0,28535
1703	0,2855	0,2747	0,28534
1704	0,2855	0,27479	0,28534
1705	0,2855	0,2749	0,28533
1706	0,2855	0,27504	0,28532
1707	0,2855	0,27522	0,28532
1708	0,2855	0,27537	0,28531
1709	0,2855	0,27554	0,28531
1710	0,2855	0,27572	0,2853
1711	0,2855	0,27592	0,2853
1712	0,2855	0,27616	0,28529
1713	0,2855	0,2764	0,28529
1714	0,2855	0,27666	0,28528
1715	0,2855	0,2769	0,28528
1716	0,2855	0,27714	0,28527
1717	0,2855	0,2774	0,28527
1718	0,2855	0,2777	0,28526
1719	0,2855	0,278	0,28526
1720	0,2855	0,27829	0,28525
1721	0,2855	0,27862	0,28525
1722	0,2855	0,27897	0,28525
1723	0,2855	0,27933	0,28524
1724	0,2855	0,27969	0,28524
1725	0,2855	0,28005	0,28524
1726	0,2855	0,2804	0,28523
1727	0,2855	0,28078	0,28523
1728	0,2855	0,2812	0,28523
1729	0,2855	0,28161	0,28523
1730	0,2855	0,28203	0,28522
1731	0,2855	0,28245	0,28522
1732	0,2855	0,28286	0,28522
1733	0,2855	0,28328	0,28522
1734	0,2855	0,2837	0,28522
1735	0,2855	0,28412	0,28522
1736	0,2855	0,28453	0,28522
1737	0,2855	0,28495	0,28522
1738	0,2855	0,28532	0,28522
1739	0,2855	0,28568	0,28522
1740	0,2855	0,28604	0,28522
1741	0,2855	0,28639	0,28522
1742	0,2855	0,28675	0,28522
1743	0,2855	0,28713	0,28522
1744	0,2855	0,2875	0,28522
1745	0,2855	0,28786	0,28522
1746	0,2855	0,28822	0,28523
1747	0,2855	0,28858	0,28523
1748	0,2855	0,28889	0,28523
1749	0,2855	0,2892	0,28523
1750	0,2855	0,28955	0,28523
1751	0,2855	0,28988	0,28524
1752	0,2855	0,29018	0,28524
1753	0,2855	0,29047	0,28524
1754	0,2855	0,29074	0,28525
1755	0,2855	0,29104	0,28525
1756	0,2855	0,29132	0,28525
1757	0,2855	0,29156	0,28526
1758	0,2855	0,2918	0,28526
1759	0,2855	0,29205	0,28526
1760	0,2855	0,29228	0,28527
1761	0,2855	0,29248	0,28527
1762	0,2855	0,29267	0,28528
1763	0,2855	0,29287	0,28528
1764	0,2855	0,29305	0,28529
1765	0,2855	0,29319	0,28529
1766	0,2855	0,29334	0,28529
1767	0,2855	0,29348	0,2853
1768	0,2855	0,2936	0,2853
1769	0,2855	0,29368	0,28531
1770	0,2855	0,2938	0,28531
1771	0,2855	0,29387	0,28532
1772	0,2855	0,29393	0,28532
1773	0,2855	0,29397	0,28533
1774	0,2855	0,29402	0,28533
1775	0,2855	0,29402	0,28534
1776	0,2855	0,29402	0,28534
1777	0,2855	0,29402	0,28535
1778	0,2855	0,29399	0,28535
1779	0,2855	0,29393	0,28536
1780	0,2855	0,29389	0,28536
1781	0,2855	0,29383	0,28537
1782	0,2855	0,29373	0,28537
1783	0,2855	0,29363	0,28538
1784	0,2855	0,29353	0,28538
1785	0,2855	0,29341	0,28539
1786	0,2855	0,29324	0,28539
1787	0,2855	0,29311	0,28539
1788	0,2855	0,29294	0,2854
1789	0,2855	0,29276	0,2854
1790	0,2855	0,29254	0,28541
1791	0,2855	0,29236	0,28541
1792	0,2855	0,29215	0,28541
1793	0,2855	0,29191	0,28542
1794	0,2855	0,29166	0,28542
1795	0,2855	0,29141	0,28542
1796	0,2855	0,29118	0,28543
1797	0,2855	0,29089	0,28543
1798	0,2855	0,29059	0,28543
1799	0,2855	0,29031	0,28544
1800	0,2855	0,29001	0,28544
1801	0,2855	0,28971	0,28544
1802	0,2855	0,28942	0,28544
1803	0,2855	0,28906	0,28545
1804	0,2855	0,28871	0,28545
1805	0,2855	0,28838	0,28545
1806	0,2855	0,28808	0,28545
1807	0,2855	0,28772	0,28545
1808	0,2855	0,28736	0,28545
1809	0,2855	0,287	0,28545
1810	0,2855	0,28665	0,28545
1811	0,2855	0,28629	0,28545
1812	0,2855	0,28591	0,28545
1813	0,2855	0,28549	0,28545
1814	0,2855	0,28508	0,28545
1815	0,2855	0,28472	0,28545
1816	0,2855	0,28436	0,28545
1817	0,2855	0,28401	0,28545
1818	0,2855	0,28365	0,28545
1819	0,2855	0,28329	0,28545
1820	0,2855	0,28293	0,28545
1821	0,2855	0,28258	0,28545
1822	0,2855	0,28222	0,28545
1823	0,2855	0,28186	0,28544
1824	0,2855	0,28151	0,28544
1825	0,2855	0,28121	0,28544
1826	0,2855	0,28091	0,28544
1827	0,2855	0,28055	0,28543
1828	0,2855	0,28019	0,28543
1829	0,2855	0,27983	0,28543
1830	0,2855	0,2795	0,28542
1831	0,2855	0,2792	0,28542
1832	0,2855	0,2789	0,28542
1833	0,2855	0,27861	0,28541
1834	0,2855	0,27834	0,28541
1835	0,2855	0,27811	0,28541
1836	0,2855	0,27783	0,2854
1837	0,2855	0,27756	0,2854
1838	0,2855	0,27732	0,28539
1839	0,2855	0,27708	0,28539
1840	0,2855	0,27688	0,28538
1841	0,2855	0,2767	0,28538
1842	0,2855	0,27649	0,28538
1843	0,2855	0,27631	0,28537
1844	0,2855	0,27613	0,28537
1845	0,2855	0,27601	0,28536
1846	0,2855	0,27589	0,28535
1847	0,2855	0,27575	0,28535
1848	0,2855	0,27563	0,28534
1849	0,2855	0,27554	0,28534
1850	0,2855	0,27548	0,28533
1851	0,2855	0,27541	0,28533
1852	0,2855	0,27535	0,28532
1853	0,2855	0,27532	0,28532
1854	0,2855	0,27532	0,28531
1855	0,2855	0,27531	0,28531
1856	0,2855	0,27531	0,2853
1857	0,2855	0,27536	0,2853
1858	0,2855	0,27541	0,28529
1859	0,2855	0,27546	0,28529
1860	0,2855	0,27552	0,28528
1861	0,2855	0,27564	0,28528
1862	0,2855	0,27574	0,28527
1863	0,2855	0,27586	0,28526
1864	0,2855	0,27599	0,28526
1865	0,2855	0,27617	0,28526
1866	0,2855	0,27632	0,28525
1867	0,2855	0,2765	0,28525
1868	0,2855	0,2767	0,28524
1869	0,2855	0,27693	0,28524
1870	0,2855	0,27713	0,28523
1871	0,2855	0,27737	0,28523
1872	0,2855	0,27763	0,28522
1873	0,2855	0,27791	0,28522
1874	0,2855	0,27816	0,28522
1875	0,2855	0,27846	0,28521
1876	0,2855	0,27877	0,28521
1877	0,2855	0,27909	0,28521
1878	0,2855	0,27939	0,2852
1879	0,2855	0,27974	0,2852
1880	0,2855	0,2801	0,2852
1881	0,2855	0,28046	0,28519
1882	0,2855	0,28081	0,28519
1883	0,2855	0,28117	0,28519
1884	0,2855	0,28157	0,28519
1885	0,2855	0,28199	0,28519
1886	0,2855	0,28236	0,28519
1887	0,2855	0,28276	0,28518
1888	0,2855	0,28317	0,28518
1889	0,2855	0,28359	0,28518
1890	0,2855	0,28401	0,28518
1891	0,2855	0,28447	0,28518
1892	0,2855	0,28489	0,28518
1893	0,2855	0,2853	0,28518
1894	0,2855	0,28572	0,28518
1895	0,2855	0,28615	0,28518
1896	0,2855	0,28663	0,28518
1897	0,2855	0,2871	0,28518
1898	0,2855	0,28758	0,28518
1899	0,2855	0,288	0,28519
1900	0,2855	0,28841	0,28519
1901	0,2855	0,28883	0,28519
1902	0,2855	0,28925	0,28519
1903	0,2855	0,28966	0,28519
1904	0,2855	0,29008	0,2852
1905	0,2855	0,2905	0,2852
1906	0,2855	0,29092	0,2852
1907	0,2855	0,29133	0,28521
1908	0,2855	0,29175	0,28521
1909	0,2855	0,29217	0,28521
1910	0,2855	0,29259	0,28522
1911	0,2855	0,293	0,28522
1912	0,2855	0,2934	0,28523
1913	0,2855	0,29376	0,28523
1914	0,2855	0,29412	0,28523
1915	0,2855	0,29448	0,28524
1916	0,2855	0,29483	0,28524
1917	0,2855	0,29517	0,28525
1918	0,2855	0,29547	0,28525
1919	0,2855	0,29577	0,28526
1920	0,2855	0,29607	0,28527
1921	0,2855	0,29632	0,28527
1922	0,2855	0,29656	0,28528
1923	0,2855	0,29682	0,28528
1924	0,2855	0,29708	0,28529
1925	0,2855	0,29731	0,2853
1926	0,2855	0,29755	0,2853
1927	0,2855	0,29773	0,28531
1928	0,2855	0,29791	0,28532
1929	0,2855	0,29807	0,28532
1930	0,2855	0,29819	0,28533
1931	0,2855	0,29834	0,28534
1932	0,2855	0,29845	0,28534
1933	0,2855	0,29857	0,28535
1934	0,2855	0,29864	0,28536
1935	0,2855	0,2987	0,28536
1936	0,2855	0,29872	0,28537
1937	0,2855	0,29876	0,28538
1938	0,2855	0,29878	0,28538
1939	0,2855	0,29878	0,28539
1940	0,2855	0,29875	0,2854
1941	0,2855	0,29869	0,2854
1942	0,2855	0,29862	0,28541
1943	0,2855	0,29856	0,28542
1944	0,2855	0,29847	0,28542
1945	0,2855	0,29835	0,28543
1946	0,2855	0,29819	0,28544
1947	0,2855	0,29805	0,28544
1948	0,2855	0,29789	0,28545
1949	0,2855	0,29771	0,28546
1950	0,2855	0,29749	0,28546
1951	0,2855	0,29726	0,28547
1952	0,2855	0,29704	0,28547
1953	0,2855	0,2968	0,28548
1954	0,2855	0,29652	0,28549
1955	0,2855	0,29622	0,28549
1956	0,2855	0,29592	0,2855
1957	0,2855	0,29562	0,2855
1958	0,2855	0,2953	0,28551
1959	0,2855	0,29494	0,28551
1960	0,2855	0,29457	0,28552
1961	0,2855	0,29419	0,28552
1962	0,2855	0,29384	0,28553
1963	0,2855	0,29343	0,28553
1964	0,2855	0,29301	0,28553
1965	0,2855	0,29257	0,28554
1966	0,2855	0,29213	0,28554
1967	0,2855	0,29172	0,28554
1968	0,2855	0,29127	0,28555
1969	0,2855	0,29079	0,28555
1970	0,2855	0,29031	0,28555
1971	0,2855	0,28981	0,28555
1972	0,2855	0,28933	0,28556
1973	0,2855	0,28885	0,28556
1974	0,2855	0,28837	0,28556
1975	0,2855	0,28785	0,28556
1976	0,2855	0,28731	0,28556
1977	0,2855	0,28677	0,28556
1978	0,2855	0,28624	0,28556
1979	0,2855	0,28576	0,28556
1980	0,2855	0,28523	0,28556
1981	0,2855	0,2847	0,28556
1982	0,2855	0,28416	0,28556
1983	0,2855	0,28362	0,28556
1984	0,2855	0,28309	0,28556
1985	0,2855	0,28255	0,28556
1986	0,2855	0,28201	0,28555
1987	0,2855	0,28148	0,28555
1988	0,2855	0,28094	0,28555
1989	0,2855	0,2804	0,28555
1990	0,2855	0,27987	0,28554
1991	0,2855	0,27939	0,28554
1992	0,2855	0,27891	0,28554
1993	0,2855	0,27844	0,28553
1994	0,2855	0,27796	0,28553
1995	0,2855	0,27748	0,28553
1996	0,2855	0,27701	0,28552
1997	0,2855	0,27657	0,28552
1998	0,2855	0,27615	0,28551
1999	0,2855	0,27573	0,28551
2000	0,2855	0,27532	0,2855
